mOTUs2_clade	M1-stool	M10-stool	M11-stool	M13-stool	M14-stool	M16-stool	M17-stool	M19-stool	M2-stool	M20-stool	M21-stool	M3-stool	M4-stool	M5-stool	M6-stool	M7-stool	M8-stool	M9-stool	RD521-stool	RD522-stool
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_28364]	0	0	1	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	1
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_28365]	0	0	0	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_28374]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_28385]	0	0	4	0	0	0	0	0	0	0	3	0	0	0	2	0	0	2	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_34181]	2	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	2	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_34187]	170	2	0	0	0	1	0	0	0	0	17	0	0	0	148	0	3	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_34193]	2	1	7	0	0	19	0	0	0	0	22	1	0	3	19	0	0	9	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_34198]	0	1	0	1	0	1	1	0	4	1	2	1	6	1	0	0	1	1	8	1
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_34200]	2	0	0	7	0	3	0	0	1	0	0	2	0	2	0	2	3	2	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_34214]	2	0	0	0	0	0	0	0	2	0	3	0	4	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_34235]	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	4
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_34242]	5	0	0	0	0	3	6	0	0	20	0	1	0	0	7	3	3	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_34258]	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	3	17
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v31_34260]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__[Eubacterium] rectale [ref_mOTU_v31_03657]	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	2	0	4	8	0	2	0	0	0	0	0	0	0	0	2	0	3	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia species incertae sedis [ext_mOTU_v31_18974]	0	0	4	8	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia species incertae sedis [ext_mOTU_v31_23650]	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	74	14	79	36	8	20	19	19	21	73	71	5	49	18	96	26	38	114	58	99
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	74	14	79	36	8	20	19	19	21	73	70	5	49	18	95	26	38	113	58	99
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter sp. 1-3 [ref_mOTU_v31_07502]	4	0	3	2	0	0	0	0	2	0	3	0	0	0	0	0	2	0	3	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_18865]	1	0	2	5	0	1	2	2	3	2	9	0	2	2	3	1	3	2	5	3
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_18946]	7	3	6	2	3	3	2	2	3	17	8	0	4	2	8	2	5	53	11	1
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_18950]	3	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_18958]	6	2	4	6	2	4	4	2	0	3	5	0	4	2	6	2	3	10	5	12
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_19020]	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_19021]	2	0	2	2	0	0	0	0	0	0	2	0	2	0	1	0	2	6	1	1
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_19028]	3	1	2	0	0	1	0	0	1	4	4	0	1	0	5	3	4	2	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_19089]	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	3	3
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_19131]	4	2	4	0	0	0	0	0	3	1	2	0	4	0	1	0	0	3	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_19135]	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_23613]	4	0	4	0	0	0	0	0	0	6	3	0	0	0	3	0	0	2	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_23614]	4	0	4	0	0	2	0	0	0	2	0	0	0	0	0	1	0	3	2	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_23654]	5	0	3	0	0	0	0	0	0	8	3	1	2	2	9	6	6	2	2	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_23657]	15	3	19	11	3	3	5	11	3	18	7	4	14	7	46	2	6	8	17	71
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_28380]	9	0	7	5	0	3	3	0	3	2	5	0	5	0	5	3	2	5	2	7
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter species incertae sedis [ext_mOTU_v31_34189]	5	3	18	2	0	3	3	2	3	7	14	0	8	3	5	6	4	15	6	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillospiraceae gen. incertae sedis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillospiraceae gen. incertae sedis|s__Oscillospiraceae species incertae sedis [ext_mOTU_v31_26633]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcaceae gen. incertae sedis	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcaceae gen. incertae sedis|s__Peptococcaceae species incertae sedis [ext_mOTU_v31_23551]	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	70	50	71	55	38	53	33	46	89	50	71	22	87	30	103	56	82	58	58	62
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	7	3	10	5	10	6	2	0	7	2	9	2	2	4	11	1	2	3	5	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus sp. G3(2012) [ref_mOTU_v31_07507]	7	3	10	5	10	6	2	0	7	2	9	2	2	4	11	1	2	3	5	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis	58	25	59	50	28	35	23	43	53	45	57	12	59	15	88	33	58	43	46	58
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_16359]	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	1	1	0	2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_16455]	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_18866]	10	0	15	8	0	3	1	2	2	13	7	4	9	0	11	2	3	2	13	4
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_19013]	24	12	12	4	8	16	15	2	23	14	31	3	26	2	56	16	35	12	14	13
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_19086]	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	21
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_19146]	3	5	5	6	0	6	3	2	4	3	3	2	7	2	6	3	4	3	3	1
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_19148]	5	3	2	2	0	5	0	2	0	4	3	1	3	0	3	1	4	3	0	2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_23570]	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_27495]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_28301]	3	3	5	13	5	5	4	10	2	8	0	0	0	4	3	6	4	1	9	3
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_28308]	0	2	0	3	0	0	0	3	14	0	2	0	2	0	0	0	0	4	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_28336]	7	0	8	6	5	0	0	5	5	0	6	2	5	3	0	0	2	5	2	2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_28384]	2	0	0	2	2	0	0	3	0	3	0	0	0	0	3	0	0	2	0	2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_33921]	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_34228]	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_34251]	0	0	5	3	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae gen. incertae sedis|s__Ruminococcaceae species incertae sedis [ext_mOTU_v31_34266]	4	0	7	3	4	0	0	4	3	0	4	0	0	0	3	3	4	7	2	4
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	5	22	2	0	0	12	8	3	29	3	5	8	26	11	4	22	22	12	7	4
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus species incertae sedis [ext_mOTU_v31_18959]	2	20	0	0	0	4	6	3	29	3	1	6	17	11	4	18	19	2	4	2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus species incertae sedis [ext_mOTU_v31_23578]	2	1	2	0	0	5	2	0	0	0	0	2	5	0	0	4	3	8	3	2
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus species incertae sedis [ext_mOTU_v31_23579]	1	1	0	0	0	3	0	0	0	0	4	0	4	0	0	0	0	2	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0	4	0	0	23	6	3	13	5	1	0	1	7	16	2	4	18	0	0	1
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0	4	0	0	23	6	3	13	5	1	0	1	7	16	2	4	18	0	0	1
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0	4	0	0	23	6	3	13	5	1	0	1	7	16	2	4	18	0	0	1
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dubosiella	0	1	0	0	4	0	0	1	0	0	0	0	2	7	0	2	8	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dubosiella|s__Dubosiella newyorkensis [ref_mOTU_v31_10217]	0	1	0	0	4	0	0	1	0	0	0	0	2	7	0	2	8	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	0	3	0	0	17	2	0	3	0	0	0	0	0	0	0	0	3	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__[Clostridium] cocleatum [ref_mOTU_v31_11811]	0	3	0	0	17	2	0	3	0	0	0	0	0	0	0	0	3	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae gen. incertae sedis	0	0	0	0	0	2	3	7	3	1	0	1	5	4	2	2	5	0	0	1
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae gen. incertae sedis|s__Erysipelotrichaceae species incertae sedis [ext_mOTU_v31_19165]	0	0	0	0	0	2	0	4	0	1	0	1	3	0	0	0	3	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae gen. incertae sedis|s__Erysipelotrichaceae species incertae sedis [ext_mOTU_v31_26974]	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	2	0	0	1
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae gen. incertae sedis|s__Erysipelotrichaceae species incertae sedis [ext_mOTU_v31_34176]	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae gen. incertae sedis|s__Erysipelotrichaceae species incertae sedis [ext_mOTU_v31_34257]	0	0	0	0	0	0	0	0	3	0	0	0	0	4	2	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum	0	0	0	0	2	0	0	2	2	0	0	0	0	5	0	0	2	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum rodentium [ref_mOTU_v31_05241]	0	0	0	0	2	0	0	2	2	0	0	0	0	5	0	0	2	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella biformis [meta_mOTU_v31_12329]	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	9	6	10	52	0	7	6	1	12	10	23	3	12	2	13	11	9	11	10	16
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis	9	6	10	52	0	7	6	1	12	10	23	3	12	2	13	11	9	11	10	16
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis	9	6	10	52	0	7	6	1	12	10	23	3	12	2	13	11	9	11	10	16
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis	9	6	10	52	0	7	6	1	12	10	23	3	12	2	13	11	9	11	10	16
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis|s__Firmicutes bacterium ASF500 [ref_mOTU_v31_08057]	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	1	0
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis|s__Firmicutes species incertae sedis [ext_mOTU_v31_18948]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis|s__Firmicutes species incertae sedis [ext_mOTU_v31_19162]	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis|s__Firmicutes species incertae sedis [ext_mOTU_v31_23584]	1	0	0	46	0	0	0	0	3	0	6	0	2	0	0	0	0	4	3	8
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis|s__Firmicutes species incertae sedis [ext_mOTU_v31_23587]	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis|s__Firmicutes species incertae sedis [ext_mOTU_v31_23610]	0	2	2	4	0	3	0	1	0	0	3	0	3	0	3	6	2	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis|s__Firmicutes species incertae sedis [ext_mOTU_v31_28335]	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis|s__Firmicutes species incertae sedis [ext_mOTU_v31_28343]	2	0	3	0	0	2	2	0	0	4	5	0	0	0	3	3	0	2	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis|s__Firmicutes species incertae sedis [ext_mOTU_v31_34209]	0	0	0	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis|f__Firmicutes fam. incertae sedis|g__Firmicutes gen. incertae sedis|s__Firmicutes species incertae sedis [ext_mOTU_v31_34261]	5	4	5	0	0	0	4	0	6	5	7	3	5	0	4	0	5	3	6	8
k__Bacteria|p__Proteobacteria	22	50	15	22	30	12	23	26	65	20	20	17	81	20	32	53	97	19	6	27
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	13	39	4	13	12	2	11	10	41	8	8	11	54	6	12	35	72	5	1	5
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria order incertae sedis	5	28	2	0	4	2	4	2	28	4	3	6	37	3	5	9	27	3	1	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria order incertae sedis|f__Alphaproteobacteria fam. incertae sedis	5	28	2	0	4	2	4	2	28	4	3	6	37	3	5	9	27	3	1	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria order incertae sedis|f__Alphaproteobacteria fam. incertae sedis|g__Alphaproteobacteria gen. incertae sedis	5	28	2	0	4	2	4	2	28	4	3	6	37	3	5	9	27	3	1	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria order incertae sedis|f__Alphaproteobacteria fam. incertae sedis|g__Alphaproteobacteria gen. incertae sedis|s__Alphaproteobacteria species incertae sedis [ext_mOTU_v31_28297]	5	28	2	0	4	2	4	2	28	4	3	6	37	3	5	9	27	3	1	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	8	11	2	13	8	0	7	8	13	4	5	5	17	3	7	26	45	2	0	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	8	11	2	13	8	0	7	8	13	4	5	5	17	3	7	26	45	2	0	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum	8	11	2	13	8	0	7	8	13	4	5	5	17	3	7	26	45	2	0	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum species incertae sedis [ext_mOTU_v31_19007]	8	11	2	13	8	0	7	8	13	4	5	5	17	3	7	26	45	2	0	3
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1	8	3	3	3	9	10	2	20	4	0	3	23	11	11	15	18	0	0	3
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1	8	3	3	3	9	10	2	20	4	0	3	23	11	11	15	18	0	0	3
